Source,Target,Type,weight,book,new_weight
Joffrey-Baratheon,Sandor-Clegane,undirected,4,4,77
Joffrey-Baratheon,Sansa-Stark,undirected,6,4,75
Joffrey-Baratheon,Tommen-Baratheon,undirected,23,4,58
Joffrey-Baratheon,Tyrion-Lannister,undirected,9,4,72
Jon-Arryn,Lysa-Arryn,undirected,3,4,78
Jon-Arryn,Petyr-Baelish,undirected,3,4,78
Jon-Arryn,Robert-Baratheon,undirected,3,4,78
Jon-Arryn,Tyrion-Lannister,undirected,3,4,78
Jon-Snow,Robb-Stark,undirected,3,4,78
Jon-Snow,Samwell-Tarly,undirected,31,4,50
Jon-Snow,Stannis-Baratheon,undirected,6,4,75
Josmyn-Peckledon,Pia,undirected,6,4,75
Kevan-Lannister,Lancel-Lannister,undirected,10,4,71
Kevan-Lannister,Stannis-Baratheon,undirected,3,4,78
Kevan-Lannister,Tommen-Baratheon,undirected,6,4,75
Kevan-Lannister,Tyrion-Lannister,undirected,4,4,77
Kevan-Lannister,Tywin-Lannister,undirected,5,4,76
Kindly-Man,Waif,undirected,7,4,74
Kojja-Mo,Samwell-Tarly,undirected,8,4,73
Lambert-Turnberry,Tallad,undirected,3,4,78
Lancel-Lannister,Moon-Boy,undirected,11,4,70
Lancel-Lannister,Osmund-Kettleblack,undirected,13,4,68
Leo-Tyrell,Pate-(novice),undirected,8,4,73
Leo-Tyrell,Roone,undirected,3,4,78
Leo-Tyrell,Samwell-Tarly,undirected,3,4,78
Lollys-Stokeworth,Tanda-Stokeworth,undirected,4,4,77
Loras-Tyrell,Margaery-Tyrell,undirected,21,4,60
Loras-Tyrell,Osmund-Kettleblack,undirected,13,4,68
Loras-Tyrell,Tommen-Baratheon,undirected,13,4,68
Loras-Tyrell,Tyrion-Lannister,undirected,3,4,78
Lothor-Brune,Mya-Stone,undirected,6,4,75
Lothor-Brune,Petyr-Baelish,undirected,3,4,78
Lothor-Brune,Robert-Arryn,undirected,4,4,77
Lothor-Brune,Sansa-Stark,undirected,3,4,78
Lucas-Codd,Red-Oarsman,undirected,3,4,78
Lucas-Codd,Torwold-Browntooth,undirected,3,4,78
Luwin,Nan,undirected,3,4,78
Lyn-Corbray,Lyonel-Corbray,undirected,4,4,77
Lyn-Corbray,Petyr-Baelish,undirected,4,4,77
Lyn-Corbray,Robert-Arryn,undirected,6,4,75
Lyonel-Corbray,Petyr-Baelish,undirected,3,4,78
Lysa-Arryn,Marillion,undirected,5,4,76
Lysa-Arryn,Nestor-Royce,undirected,12,4,69
Lysa-Arryn,Petyr-Baelish,undirected,14,4,67
Lysa-Arryn,Robert-Arryn,undirected,8,4,73
Lysa-Arryn,Sansa-Stark,undirected,6,4,75
Mace-Tyrell,Margaery-Tyrell,undirected,6,4,75
Mace-Tyrell,Mathis-Rowan,undirected,3,4,78
Mace-Tyrell,Olenna-Redwyne,undirected,4,4,77
Mace-Tyrell,Stannis-Baratheon,undirected,4,4,77
Mace-Tyrell,Tommen-Baratheon,undirected,10,4,71
Mace-Tyrell,Tyrion-Lannister,undirected,3,4,78
Mace-Tyrell,Tywin-Lannister,undirected,4,4,77
Maddy,Mya-Stone,undirected,4,4,77
Maddy,Robert-Arryn,undirected,7,4,74
Maddy,Sansa-Stark,undirected,3,4,78
Maegor-I-Targaryen,Tommen-Baratheon,undirected,5,4,76
Maggy,Melara-Hetherspoon,undirected,3,4,78
Manfrey-Martell,Ricasso,undirected,4,4,77
Margaery-Tyrell,Megga-Tyrell,undirected,9,4,72
Margaery-Tyrell,Olenna-Redwyne,undirected,3,4,78
Margaery-Tyrell,Orton-Merryweather,undirected,4,4,77
Margaery-Tyrell,Osmund-Kettleblack,undirected,8,4,73
Margaery-Tyrell,Osney-Kettleblack,undirected,14,4,67
Margaery-Tyrell,Qyburn,undirected,6,4,75
Margaery-Tyrell,Robert-Baratheon,undirected,5,4,76
Margaery-Tyrell,Sansa-Stark,undirected,3,4,78
Margaery-Tyrell,Senelle,undirected,3,4,78
Margaery-Tyrell,Taena-of-Myr,undirected,15,4,66
Margaery-Tyrell,Tallad,undirected,3,4,78
Margaery-Tyrell,Tommen-Baratheon,undirected,46,4,35
Margaery-Tyrell,Willas-Tyrell,undirected,3,4,78
Marillion,Petyr-Baelish,undirected,5,4,76
Marwyn,Samwell-Tarly,undirected,6,4,75
Meldred-Merlyn,Victarion-Greyjoy,undirected,3,4,78
Melisandre,Stannis-Baratheon,undirected,3,4,78
Mellei,Morra,undirected,5,4,76
Meribald,Narbert,undirected,4,4,77
Meribald,Podrick-Payne,undirected,14,4,67
Meryn-Trant,Osmund-Kettleblack,undirected,9,4,72
Meryn-Trant,Rafford,undirected,4,4,77
Mollander,Pate-(novice),undirected,3,4,78
Mollander,Roone,undirected,7,4,74
Moon-Boy,Osmund-Kettleblack,undirected,12,4,69
Murenmure,Theon-Greyjoy,undirected,3,4,78
Mya-Stone,Myranda-Royce,undirected,6,4,75
Mya-Stone,Robert-Arryn,undirected,9,4,72
Myranda-Royce,Robert-Arryn,undirected,4,4,77
Myranda-Royce,Sansa-Stark,undirected,3,4,78
Myrcella-Baratheon,Sylva-Santagar,undirected,4,4,77
Myrcella-Baratheon,Tommen-Baratheon,undirected,3,4,78
Myrcella-Baratheon,Trystane-Martell,undirected,6,4,75
Myrcella-Baratheon,Tyrion-Lannister,undirected,4,4,77
Nestor-Royce,Petyr-Baelish,undirected,17,4,64
Nestor-Royce,Robert-Arryn,undirected,7,4,74
Nestor-Royce,Sansa-Stark,undirected,13,4,68
Nestor-Royce,Yohn-Royce,undirected,3,4,78
Nute,Ralf-Stonehouse,undirected,3,4,78
Nute,Rodrik-Harlaw,undirected,6,4,75
Nute,Victarion-Greyjoy,undirected,11,4,70
Nymeria-Sand,Obara-Sand,undirected,9,4,72
Nymeria-Sand,Tyene-Sand,undirected,6,4,75
Obara-Sand,Tyene-Sand,undirected,10,4,71
Oberyn-Martell,Tyene-Sand,undirected,3,4,78
Orton-Merryweather,Petyr-Baelish,undirected,5,4,76
Orton-Merryweather,Pycelle,undirected,5,4,76
Orton-Merryweather,Stannis-Baratheon,undirected,3,4,78
Orton-Merryweather,Taena-of-Myr,undirected,4,4,77
Orton-Merryweather,Tommen-Baratheon,undirected,3,4,78
Osfryd-Kettleblack,Osmund-Kettleblack,undirected,4,4,77
Osfryd-Kettleblack,Osney-Kettleblack,undirected,6,4,75
Osmund-Kettleblack,Osney-Kettleblack,undirected,6,4,75
Osmund-Kettleblack,Pycelle,undirected,3,4,78
Osmund-Kettleblack,Qyburn,undirected,3,4,78
Osmund-Kettleblack,Tommen-Baratheon,undirected,6,4,75
Osmund-Kettleblack,Tyrion-Lannister,undirected,6,4,75
Osney-Kettleblack,Stannis-Baratheon,undirected,3,4,78
Osney-Kettleblack,Taena-of-Myr,undirected,3,4,78
Osney-Kettleblack,Tommen-Baratheon,undirected,6,4,75
Pate-(novice),Quill,undirected,4,4,77
Pate-(novice),Rosey,undirected,9,4,72
Pate-(novice),Walgrave,undirected,10,4,71
Pate-(whipping-boy),Tommen-Baratheon,undirected,4,4,77
Paxter-Redwyne,Samwell-Tarly,undirected,4,4,77
Petyr-Baelish,Pycelle,undirected,4,4,77
Petyr-Baelish,Robert-Arryn,undirected,22,4,59
Petyr-Baelish,Sansa-Stark,undirected,18,4,63
Petyr-Baelish,Symond-Templeton,undirected,5,4,76
Petyr-Baelish,Tyrion-Lannister,undirected,5,4,76
Petyr-Baelish,Yohn-Royce,undirected,12,4,69
Pia,Qyburn,undirected,3,4,78
Pia,Tyrion-Lannister,undirected,3,4,78
Puckens,Pycelle,undirected,3,4,78
Puckens,Shortear,undirected,3,4,78
Pycelle,Qyburn,undirected,10,4,71
Pycelle,Stannis-Baratheon,undirected,6,4,75
Pycelle,Tywin-Lannister,undirected,4,4,77
Pycelle,Varys,undirected,4,4,77
Pycelle,Walder-Frey,undirected,3,4,78
Pyg,Shagwell,undirected,8,4,73
Pyg,Timeon,undirected,7,4,74
Pyg,Vargo-Hoat,undirected,3,4,78
Pypar,Samwell-Tarly,undirected,3,4,78
Qhorin-Halfhand,Samwell-Tarly,undirected,3,4,78
Quellon-Greyjoy,Victarion-Greyjoy,undirected,4,4,77
Quentyn-Martell,Trystane-Martell,undirected,3,4,78
Quhuru-Mo,Samwell-Tarly,undirected,4,4,77
Quhuru-Mo,Xhondo,undirected,4,4,77
Qyburn,Stannis-Baratheon,undirected,3,4,78
Ralf-(Limper),Victarion-Greyjoy,undirected,4,4,77
Ralf-Stonehouse,Victarion-Greyjoy,undirected,3,4,78
Randyll-Tarly,Samwell-Tarly,undirected,4,4,77
Raynard,Torbert,undirected,4,4,77
Renly-Baratheon,Robert-Baratheon,undirected,5,4,76
Renly-Baratheon,Sansa-Stark,undirected,3,4,78
Renly-Baratheon,Stannis-Baratheon,undirected,4,4,77
Rennifer-Longwaters,Rugen,undirected,3,4,78
Rhaegar-Targaryen,Robert-Baratheon,undirected,6,4,75
Rickon-Stark,Robb-Stark,undirected,5,4,76
Robb-Stark,Sansa-Stark,undirected,3,4,78
Robert-Arryn,Sansa-Stark,undirected,8,4,73
Robert-Arryn,Terrance-Lynderly,undirected,4,4,77
Robert-Arryn,Yohn-Royce,undirected,4,4,77
Robert-Baratheon,Stannis-Baratheon,undirected,4,4,77
Robert-Baratheon,Taena-of-Myr,undirected,5,4,76
Robert-Baratheon,Tommen-Baratheon,undirected,5,4,76
Robert-Baratheon,Tyrion-Lannister,undirected,6,4,75
Rodrik-Harlaw,Sigfryd-Harlaw,undirected,3,4,78
Rodrik-Harlaw,Victarion-Greyjoy,undirected,3,4,78
Roose-Bolton,Stannis-Baratheon,undirected,5,4,76
Roslin-Frey,Walder-Frey,undirected,3,4,78
Ryman-Frey,Walder-Rivers,undirected,5,4,76
Samwell-Tarly,Stannis-Baratheon,undirected,11,4,70
Samwell-Tarly,Theobald,undirected,7,4,74
Samwell-Tarly,Xhondo,undirected,18,4,63
Sandor-Clegane,Sansa-Stark,undirected,3,4,78
Sandor-Clegane,Thoros-of-Myr,undirected,3,4,78
Sandor-Clegane,Tickler,undirected,4,4,77
Sandor-Clegane,Timeon,undirected,4,4,77
Sandor-Clegane,Tyrion-Lannister,undirected,3,4,78
Sansa-Stark,Tyrion-Lannister,undirected,6,4,75
Sansa-Stark,Tywin-Lannister,undirected,3,4,78
Sansa-Stark,Yohn-Royce,undirected,3,4,78
Sarella-Sand,Tyene-Sand,undirected,3,4,78
Shae,Tyrion-Lannister,undirected,3,4,78
Shagwell,Timeon,undirected,6,4,75
Shagwell,Zollo,undirected,3,4,78
Stannis-Baratheon,Tommen-Baratheon,undirected,6,4,75
Stannis-Baratheon,Tyrion-Lannister,undirected,3,4,78
Stannis-Baratheon,Tywin-Lannister,undirected,4,4,77
Sylva-Santagar,Tyene-Sand,undirected,3,4,78
Symond-Templeton,Yohn-Royce,undirected,4,4,77
Taena-of-Myr,Tommen-Baratheon,undirected,8,4,73
Taena-of-Myr,Tyrion-Lannister,undirected,3,4,78
Talbert-Serry,Victarion-Greyjoy,undirected,10,4,71
Tommen-Baratheon,Tyrion-Lannister,undirected,5,4,76
Tommen-Baratheon,Tywin-Lannister,undirected,6,4,75
Tyrion-Lannister,Tywin-Lannister,undirected,9,4,72
Tyrion-Lannister,Varys,undirected,7,4,74
