Source,Target,Type,weight,book,new_weight
Hother-Umber,Wyman-Manderly,undirected,5,5,92
Illyrio-Mopatis,Jon-Connington,undirected,6,5,91
Illyrio-Mopatis,Rolly-Duckfield,undirected,6,5,91
Illyrio-Mopatis,Tyrion-Lannister,undirected,30,5,67
Ilyn-Payne,Meryn-Trant,undirected,3,5,94
Ilyn-Payne,Rafford,undirected,3,5,94
Irri,Jhiqui,undirected,24,5,73
Irri,Missandei,undirected,9,5,88
Irri,Rakharo,undirected,5,5,92
Irri,Skahaz-mo-Kandaq,undirected,5,5,92
Jack-Bulwer,Jon-Snow,undirected,3,5,94
Jaime-Lannister,Jonos-Bracken,undirected,9,5,88
Jaime-Lannister,Josmyn-Peckledon,undirected,3,5,94
Jaime-Lannister,Kevan-Lannister,undirected,3,5,94
Jaime-Lannister,Robert-Baratheon,undirected,4,5,93
Jaime-Lannister,Tyrion-Lannister,undirected,4,5,93
Jaime-Lannister,Tytos-Blackwood,undirected,6,5,91
Janos-Slynt,Jon-Snow,undirected,16,5,81
Jared-Frey,Rhaegar-Frey,undirected,3,5,94
Jeor-Mormont,Jon-Snow,undirected,11,5,86
Jeor-Mormont,Qhorin-Halfhand,undirected,3,5,94
Jeyne-Poole,Ramsay-Snow,undirected,12,5,85
Jeyne-Poole,Roose-Bolton,undirected,3,5,94
Jeyne-Poole,Rowan,undirected,3,5,94
Jeyne-Poole,Squirrel,undirected,3,5,94
Jeyne-Poole,Theon-Greyjoy,undirected,24,5,73
Jhiqui,Missandei,undirected,10,5,87
Jhiqui,Rakharo,undirected,5,5,92
Jhiqui,Skahaz-mo-Kandaq,undirected,3,5,94
Jhogo,Rakharo,undirected,6,5,91
Joffrey-Baratheon,Tommen-Baratheon,undirected,3,5,94
Joffrey-Baratheon,Tyrion-Lannister,undirected,10,5,87
Jojen-Reed,Meera-Reed,undirected,21,5,76
Jon-Connington,Lemore,undirected,11,5,86
Jon-Connington,Myles-Toyne,undirected,9,5,88
Jon-Connington,Nyessos-Vhassar,undirected,3,5,94
Jon-Connington,Rhaegar-Targaryen,undirected,7,5,90
Jon-Connington,Robert-Baratheon,undirected,8,5,89
Jon-Connington,Rolly-Duckfield,undirected,12,5,85
Jon-Connington,Tyrion-Lannister,undirected,37,5,60
Jon-Connington,Tywin-Lannister,undirected,4,5,93
Jon-Connington,Varys,undirected,6,5,91
Jon-Connington,Yandry,undirected,9,5,88
Jon-Snow,Leathers,undirected,18,5,79
Jon-Snow,Malegorn,undirected,5,5,92
Jon-Snow,Mance-Rayder,undirected,25,5,72
Jon-Snow,Melisandre,undirected,48,5,49
Jon-Snow,Mully,undirected,14,5,83
Jon-Snow,Narbert-Grandison,undirected,3,5,94
Jon-Snow,Othell-Yarwyck,undirected,10,5,87
Jon-Snow,Owen,undirected,3,5,94
Jon-Snow,Patrek-of-Kings-Mountain,undirected,7,5,90
Jon-Snow,Pypar,undirected,5,5,92
Jon-Snow,Qhorin-Halfhand,undirected,3,5,94
Jon-Snow,Rattleshirt,undirected,23,5,74
Jon-Snow,Robb-Stark,undirected,10,5,87
Jon-Snow,Rory,undirected,6,5,91
Jon-Snow,Samwell-Tarly,undirected,14,5,83
Jon-Snow,Sansa-Stark,undirected,3,5,94
Jon-Snow,Satin,undirected,15,5,82
Jon-Snow,Selyse-Florent,undirected,38,5,59
Jon-Snow,Shireen-Baratheon,undirected,4,5,93
Jon-Snow,Sigorn,undirected,6,5,91
Jon-Snow,Soren-Shieldbreaker,undirected,3,5,94
Jon-Snow,Stannis-Baratheon,undirected,73,5,24
Jon-Snow,Tom-Barleycorn,undirected,4,5,93
Jon-Snow,Toregg,undirected,6,5,91
Jon-Snow,Tormund,undirected,50,5,47
Jon-Snow,Tycho-Nestoris,undirected,12,5,85
Jon-Snow,Ulmer,undirected,3,5,94
Jon-Snow,Val,undirected,37,5,60
Jon-Snow,Weeper,undirected,3,5,94
Jon-Snow,Wick-Whittlestick,undirected,5,5,92
Jon-Snow,Wun-Weg-Wun-Dar-Wun,undirected,11,5,86
Jon-Snow,Ygritte,undirected,14,5,83
Jorah-Mormont,Nurse,undirected,4,5,93
Jorah-Mormont,Penny,undirected,9,5,88
Jorah-Mormont,Tyrion-Lannister,undirected,27,5,70
Joramun,Mance-Rayder,undirected,3,5,94
Joramun,Melisandre,undirected,4,5,93
Justin-Massey,Richard-Horpe,undirected,7,5,90
Justin-Massey,Stannis-Baratheon,undirected,10,5,87
Kasporio,Tybero-Istarion,undirected,3,5,94
Kasporio,Tyrion-Lannister,undirected,3,5,94
Kedry,Quentyn-Martell,undirected,3,5,94
Kerwin,Victarion-Greyjoy,undirected,12,5,85
Kevan-Lannister,Mace-Tyrell,undirected,5,5,92
Kevan-Lannister,Pycelle,undirected,5,5,92
Kevan-Lannister,Randyll-Tarly,undirected,6,5,91
Kevan-Lannister,Ronnet-Connington,undirected,3,5,94
Kevan-Lannister,Tommen-Baratheon,undirected,11,5,86
Kevan-Lannister,Tywin-Lannister,undirected,3,5,94
Kevan-Lannister,Varys,undirected,3,5,94
Khrazz,Spotted-Cat,undirected,4,5,93
Khrazz,Steelskin,undirected,3,5,94
Kindly-Man,Waif,undirected,6,5,91
Leaf,Meera-Reed,undirected,6,5,91
Leathers,Toregg,undirected,4,5,93
Leathers,Tormund,undirected,3,5,94
Leathers,Wun-Weg-Wun-Dar-Wun,undirected,9,5,88
Lemore,Rolly-Duckfield,undirected,5,5,92
Lemore,Tyrion-Lannister,undirected,16,5,81
Lemore,Yandry,undirected,5,5,92
Lemore,Ysilla,undirected,3,5,94
Leona-Woolfield,Wyman-Manderly,undirected,4,5,93
Longwater-Pyke,Victarion-Greyjoy,undirected,3,5,94
Lorren,Sybelle-Glover,undirected,3,5,94
Luton,Skinner,undirected,3,5,94
Lyanna-Mormont,Stannis-Baratheon,undirected,3,5,94
Lyanna-Stark,Rhaegar-Targaryen,undirected,4,5,93
Mace-Tyrell,Pycelle,undirected,4,5,93
Mace-Tyrell,Randyll-Tarly,undirected,5,5,92
Mace-Tyrell,Robert-Strong,undirected,3,5,94
Maege-Mormont,Robb-Stark,undirected,4,5,93
Malaquo-Maegyr,Nyessos-Vhassar,undirected,7,5,90
Malegorn,Narbert-Grandison,undirected,3,5,94
Malegorn,Selyse-Florent,undirected,5,5,92
Mance-Rayder,Melisandre,undirected,6,5,91
Mance-Rayder,Ramsay-Snow,undirected,7,5,90
Mance-Rayder,Rowan,undirected,4,5,93
Mance-Rayder,Squirrel,undirected,5,5,92
Mance-Rayder,Stannis-Baratheon,undirected,16,5,81
Mance-Rayder,Theon-Greyjoy,undirected,9,5,88
Mance-Rayder,Tormund,undirected,12,5,85
Mance-Rayder,Val,undirected,6,5,91
Mance-Rayder,Varamyr,undirected,3,5,94
Marlon-Manderly,Stannis-Baratheon,undirected,3,5,94
Marselen,Symon-Stripeback,undirected,4,5,93
Marya-Seaworth,Stannis-Baratheon,undirected,3,5,94
Melisandre,Rattleshirt,undirected,6,5,91
Melisandre,Selyse-Florent,undirected,11,5,86
Melisandre,Sigorn,undirected,3,5,94
Melisandre,Stannis-Baratheon,undirected,32,5,65
Melisandre,Ygritte,undirected,3,5,94
Meris,Quentyn-Martell,undirected,14,5,83
Meris,Tattered-Prince,undirected,9,5,88
Meryn-Trant,Rafford,undirected,3,5,94
Mezzara,Qezza,undirected,3,5,94
Miklaz,Qezza,undirected,4,5,93
Missandei,Quentyn-Martell,undirected,3,5,94
Missandei,Skahaz-mo-Kandaq,undirected,6,5,91
Moelle,Scolera,undirected,10,5,87
Moelle,Unella,undirected,12,5,85
Moqorro,Rodrik-Sparr,undirected,4,5,93
Moqorro,Tyrion-Lannister,undirected,7,5,90
Moqorro,Victarion-Greyjoy,undirected,21,5,76
Morgo,Tyrion-Lannister,undirected,4,5,93
Mors-Umber,Stannis-Baratheon,undirected,7,5,90
Myrcella-Baratheon,Stannis-Baratheon,undirected,3,5,94
Myrcella-Baratheon,Tommen-Baratheon,undirected,8,5,89
Myrcella-Baratheon,Trystane-Martell,undirected,4,5,93
Myrcella-Baratheon,Tyrion-Lannister,undirected,5,5,92
Narbert-Grandison,Patrek-of-Kings-Mountain,undirected,3,5,94
Narbert-Grandison,Selyse-Florent,undirected,8,5,89
Nurse,Penny,undirected,4,5,93
Nurse,Tyrion-Lannister,undirected,8,5,89
Nurse,Yezzan-zo-Qaggaz,undirected,12,5,85
Nymeria-Sand,Obara-Sand,undirected,8,5,89
Nymeria-Sand,Tyene-Sand,undirected,7,5,90
Obara-Sand,Tyene-Sand,undirected,6,5,91
Old-Bill-Bone,Quentyn-Martell,undirected,3,5,94
Othell-Yarwyck,Weeper,undirected,4,5,93
Patchface,Selyse-Florent,undirected,3,5,94
Patchface,Shireen-Baratheon,undirected,3,5,94
Patrek-of-Kings-Mountain,Selyse-Florent,undirected,7,5,90
Patrek-of-Kings-Mountain,Wun-Weg-Wun-Dar-Wun,undirected,3,5,94
Penny,Sweets,undirected,4,5,93
Penny,Tyrion-Lannister,undirected,59,5,38
Penny,Yezzan-zo-Qaggaz,undirected,9,5,88
Petyr-Baelish,Varys,undirected,4,5,93
Pypar,Todder,undirected,4,5,93
Qarl-the-Maid,Tristifer-Botley,undirected,5,5,92
Qavo-Nogarys,Tyrion-Lannister,undirected,6,5,91
Quentyn-Martell,Tattered-Prince,undirected,14,5,83
Qyburn,Robert-Strong,undirected,4,5,93
Ralf-(Limper),Victarion-Greyjoy,undirected,3,5,94
Ramsay-Snow,Roose-Bolton,undirected,14,5,83
Ramsay-Snow,Skinner,undirected,5,5,92
Ramsay-Snow,Sour-Alyn,undirected,6,5,91
Ramsay-Snow,Stannis-Baratheon,undirected,8,5,89
Ramsay-Snow,Theon-Greyjoy,undirected,87,5,10
Ramsay-Snow,Walder-Frey-(son-of-Merrett),undirected,3,5,94
Ramsay-Snow,Wyman-Manderly,undirected,5,5,92
Ramsay-Snow,Yellow-Dick,undirected,7,5,90
Randyll-Tarly,Robert-Strong,undirected,3,5,94
Reznak-mo-Reznak,Skahaz-mo-Kandaq,undirected,5,5,92
Rhaegar-Frey,Wyman-Manderly,undirected,3,5,94
Rhaegar-Targaryen,Robert-Baratheon,undirected,7,5,90
Richard-Horpe,Stannis-Baratheon,undirected,3,5,94
Rickon-Stark,Robb-Stark,undirected,3,5,94
Rickon-Stark,Theon-Greyjoy,undirected,4,5,93
Robb-Stark,Rodrik-Cassel,undirected,3,5,94
Robb-Stark,Stannis-Baratheon,undirected,6,5,91
Robb-Stark,Theon-Greyjoy,undirected,7,5,90
Robb-Stark,Wyman-Manderly,undirected,3,5,94
Robert-Baratheon,Stannis-Baratheon,undirected,11,5,86
Robert-Baratheon,Tommen-Baratheon,undirected,4,5,93
Robert-Baratheon,Tywin-Lannister,undirected,3,5,94
Robert-Baratheon,Val,undirected,3,5,94
Robert-Baratheon,Viserys-Targaryen,undirected,3,5,94
Robert-Baratheon,Willam-Dustin,undirected,3,5,94
Robett-Glover,Stannis-Baratheon,undirected,4,5,93
Rodrik-Cassel,Theon-Greyjoy,undirected,3,5,94
Rodrik-Sparr,Victarion-Greyjoy,undirected,7,5,90
Roger-Ryswell,Theon-Greyjoy,undirected,4,5,93
Rolly-Duckfield,Tyrion-Lannister,undirected,20,5,77
Rolly-Duckfield,Yandry,undirected,12,5,85
Rolly-Duckfield,Ysilla,undirected,9,5,88
Roose-Bolton,Stannis-Baratheon,undirected,13,5,84
Roose-Bolton,Theon-Greyjoy,undirected,14,5,83
Roose-Bolton,Walda-Frey-(daughter-of-Merrett),undirected,4,5,93
Roose-Bolton,Wyman-Manderly,undirected,5,5,92
Roose-Ryswell,Stannis-Baratheon,undirected,3,5,94
Rowan,Squirrel,undirected,5,5,92
Rowan,Theon-Greyjoy,undirected,12,5,85
Salladhor-Saan,Stannis-Baratheon,undirected,8,5,89
Samwell-Tarly,Stannis-Baratheon,undirected,8,5,89
Satin,Selyse-Florent,undirected,4,5,93
Scar,Tyrion-Lannister,undirected,8,5,89
Scar,Yezzan-zo-Qaggaz,undirected,4,5,93
Scolera,Unella,undirected,12,5,85
Selyse-Florent,Shireen-Baratheon,undirected,8,5,89
Selyse-Florent,Stannis-Baratheon,undirected,14,5,83
Selyse-Florent,Val,undirected,15,5,82
Selyse-Florent,Wun-Weg-Wun-Dar-Wun,undirected,5,5,92
Shae,Tysha,undirected,4,5,93
Shireen-Baratheon,Stannis-Baratheon,undirected,4,5,93
Shireen-Baratheon,Val,undirected,4,5,93
Shrouded-Lord,Tyrion-Lannister,undirected,4,5,93
Sigorn,Stannis-Baratheon,undirected,3,5,94
Skinner,Sour-Alyn,undirected,6,5,91
Skinner,Theon-Greyjoy,undirected,4,5,93
Sour-Alyn,Theon-Greyjoy,undirected,8,5,89
Sour-Alyn,Yellow-Dick,undirected,3,5,94
Squirrel,Theon-Greyjoy,undirected,7,5,90
Stannis-Baratheon,Theomore,undirected,3,5,94
Stannis-Baratheon,Theon-Greyjoy,undirected,10,5,87
Stannis-Baratheon,Tommen-Baratheon,undirected,7,5,90
Stannis-Baratheon,Tycho-Nestoris,undirected,7,5,90
Stannis-Baratheon,Tyrion-Lannister,undirected,3,5,94
Stannis-Baratheon,Tywin-Lannister,undirected,3,5,94
Stannis-Baratheon,Val,undirected,15,5,82
Stannis-Baratheon,William-Foxglove,undirected,3,5,94
Stannis-Baratheon,Wyman-Manderly,undirected,19,5,78
Sweets,Tyrion-Lannister,undirected,7,5,90
Sweets,Yezzan-zo-Qaggaz,undirected,6,5,91
Sybell-Spicer,Wyman-Manderly,undirected,3,5,94
Theomore,Wyman-Manderly,undirected,3,5,94
Theon-Greyjoy,Walda-Frey-(daughter-of-Merrett),undirected,3,5,94
Theon-Greyjoy,Walder-Frey-(son-of-Jammos),undirected,6,5,91
Theon-Greyjoy,Walder-Frey-(son-of-Merrett),undirected,6,5,91
Theon-Greyjoy,Wex-Pyke,undirected,3,5,94
Theon-Greyjoy,Willow-Witch-eye,undirected,4,5,93
Theon-Greyjoy,Wyman-Manderly,undirected,3,5,94
Theon-Greyjoy,Yellow-Dick,undirected,5,5,92
Thistle,Varamyr,undirected,7,5,90
Toregg,Tormund,undirected,8,5,89
Tormund,Val,undirected,9,5,88
Tormund,Weeper,undirected,9,5,88
Tybero-Istarion,Tyrion-Lannister,undirected,8,5,89
Tyrion-Lannister,Tysha,undirected,4,5,93
Tyrion-Lannister,Tywin-Lannister,undirected,18,5,79
Tyrion-Lannister,Varys,undirected,7,5,90
Tyrion-Lannister,Yandry,undirected,15,5,82
Tyrion-Lannister,Yezzan-zo-Qaggaz,undirected,17,5,80
Tyrion-Lannister,Ysilla,undirected,11,5,86
Tywin-Lannister,Wylis-Manderly,undirected,3,5,94
Victarion-Greyjoy,Wulfe,undirected,3,5,94
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),undirected,10,5,87
Yandry,Ysilla,undirected,14,5,83
